,Lat,Lon,Category,Date,Time
420,40.7554578,-73.9273512,G.L.A.,2022-01-21,3PM
421,40.7554002,-73.9318199,Gr. Larceny,2022-02-18,12PM
422,40.7554308,-73.8314150,Robbery,2022-07-10,7PM
423,40.7556101,-73.7783003,Gr. Larceny,2022-05-13,7PM
424,40.7555699,-73.7917100,Burglary,2022-02-21,7PM
425,40.7555075,-73.8681480,Rape,2022-01-21,6AM
426,40.7553700,-73.8127499,Gr. Larceny,2022-07-19,10PM
427,40.7553399,-73.8872302,G.L.A.,2022-09-17,10PM
428,40.7552902,-73.9949202,Robbery,2022-09-27,11AM
429,40.7551315,-73.8632360,Gr. Larceny,2022-07-21,11PM
430,40.7550829,-73.9265668,Robbery,2022-07-13,12AM
431,40.8093300,-73.9124798,Fel. Assault,2022-05-03,4AM
432,40.8093328,-73.9592143,Gr. Larceny,2022-07-02,2PM
433,40.8100697,-73.9278200,Robbery,2022-08-15,9PM
434,40.8101324,-73.9277866,G.L.A.,2022-09-13,12PM
435,40.8097599,-73.8521898,Gr. Larceny,2022-08-16,9PM
436,40.8098799,-73.9288098,Gr. Larceny,2022-06-06,7PM
437,40.8095720,-73.9292150,Robbery,2022-06-30,9AM
438,40.8095701,-73.9180501,Gr. Larceny,2022-03-16,9AM
439,40.8094868,-73.9516672,Robbery,2022-08-15,11AM
440,40.8094601,-73.9094502,G.L.A.,2022-03-23,9PM
441,40.8096727,-73.9479312,Gr. Larceny,2022-07-31,4AM
442,40.8082599,-73.9487340,Murder,2022-09-09,3PM
443,40.8083303,-73.9408603,Gr. Larceny,2022-09-28,11AM
444,40.8084330,-73.9233584,Robbery,2022-07-27,10PM
445,40.8084927,-73.8720109,Gr. Larceny,2022-09-29,7PM
446,40.8085797,-73.8540298,Robbery,2022-04-12,12AM
447,40.8085984,-73.9097731,Robbery,2022-06-08,8AM
448,40.8076899,-73.9493411,Robbery,2022-08-07,8PM
449,40.8075102,-73.9269999,Fel. Assault,2022-07-13,8PM
450,40.8076101,-73.9133998,Robbery,2022-06-01,4PM
451,40.8070349,-73.9397002,Robbery,2022-09-10,2PM
452,40.8070897,-73.9417702,Gr. Larceny,2022-09-11,10PM
453,40.8070797,-73.9459202,Gr. Larceny,2022-05-14,11AM
454,40.8072326,-73.9205366,Gr. Larceny,2022-01-26,4PM
455,40.8073019,-73.9642744,Burglary,2022-08-03,3PM
456,40.8067498,-73.9649498,Gr. Larceny,2022-05-05,2PM
457,40.8068302,-73.9274801,Robbery,2022-09-01,10PM
458,40.8065948,-73.9240791,G.L.A.,2022-08-02,3PM
459,40.8064392,-73.9422422,Robbery,2022-08-21,7PM
460,40.8062998,-73.9360202,Robbery,2022-07-30,11AM
461,40.8061101,-73.9593702,Rape,2022-09-20,11PM
462,40.8064098,-73.9382102,Robbery,2022-09-01,10AM
463,40.8064098,-73.9401501,Robbery,2022-07-31,2AM
464,40.8055131,-73.9620093,G.L.A.,2022-03-17,10PM
465,40.8057151,-73.9563276,Gr. Larceny,2022-06-08,9PM
466,40.8054999,-73.9658598,Gr. Larceny,2022-08-17,12AM
467,40.8051904,-73.9512009,Gr. Larceny,2022-02-23,4PM
468,40.8051813,-73.9472912,Gr. Larceny,2022-07-15,10PM
469,40.8051348,-73.9452232,Gr. Larceny,2022-06-22,1AM
470,40.8060101,-73.9089902,Gr. Larceny,2022-10-01,6AM
471,40.8057701,-73.9447803,Burglary,2022-08-15,3AM
472,40.8056702,-73.9364702,G.L.A.,2022-02-26,6PM
473,40.8049198,-73.9188299,Robbery,2022-09-08,8AM
474,40.8044900,-73.9129800,G.L.A.,2022-06-21,10AM
475,40.8043800,-73.9374103,Robbery,2022-08-04,6AM
476,40.8048903,-73.9149897,Robbery,2022-08-20,8PM
477,40.8048421,-73.9127920,Robbery,2022-09-09,12AM
478,40.7984403,-73.9708802,Robbery,2022-01-11,2AM
479,40.7986200,-73.9416200,Robbery,2022-09-05,8AM
480,40.7986352,-73.9395124,Robbery,2022-08-27,8PM
481,40.7989885,-73.9524115,Robbery,2022-09-14,9PM
482,40.7986401,-73.8187392,Burglary,2022-08-25,1AM
483,40.7979803,-73.9619699,Gr. Larceny,2022-07-09,4PM
484,40.7983001,-73.9368101,Robbery,2022-09-04,9PM
485,40.7976403,-73.9312700,Gr. Larceny,2022-07-20,11AM
486,40.7979017,-73.9638284,Robbery,2022-09-18,4PM
487,40.8001229,-73.9511711,G.L.A.,2022-05-20,5PM
488,40.8005546,-73.9680938,Robbery,2022-06-22,9AM
489,40.8005599,-73.9402098,Gr. Larceny,2022-09-20,10AM
490,40.8004499,-73.9577997,Robbery,2022-10-01,8PM
491,40.8005398,-73.9619203,Robbery,2022-09-10,10PM
492,40.7997666,-73.9661969,Gr. Larceny,2022-05-16,12PM
493,40.7995702,-73.9359002,Gr. Larceny,2022-09-21,7AM
494,40.7993603,-73.9433601,Robbery,2022-09-21,2AM
495,40.7998397,-73.9524601,G.L.A.,2022-06-26,9AM
496,40.8000000,-73.9547702,Robbery,2022-08-04,7PM
497,40.7999597,-73.9605302,Gr. Larceny,2022-08-04,7PM
498,40.8027298,-73.9492603,Robbery,2022-09-20,2PM
499,40.8025997,-73.9450499,Fel. Assault,2022-06-26,4PM
500,40.8026701,-73.9156099,G.L.A.,2022-08-14,12AM
501,40.8025400,-73.9429799,Gr. Larceny,2022-08-23,3PM
502,40.8022001,-73.9090902,G.L.A.,2022-07-29,1PM
503,40.8023118,-73.9127474,Robbery,2022-09-16,3AM
504,40.8020002,-73.9496297,Robbery,2022-09-15,2PM
505,40.8018400,-73.9572499,Robbery,2022-09-23,11PM
506,40.8018199,-73.9392898,Gr. Larceny,2022-06-11,1AM
507,40.8014497,-73.9345202,Robbery,2022-08-23,10PM
508,40.8017702,-73.9372299,Robbery,2022-09-17,1PM
509,40.8013375,-73.9459653,Gr. Larceny,2022-05-23,1PM
510,40.8009703,-73.9710103,Gr. Larceny,2022-08-27,9PM
511,40.8040401,-73.9326400,Robbery,2022-09-20,11PM
512,40.8042097,-73.9667999,Gr. Larceny,2022-09-07,2PM
513,40.8043700,-73.9353302,Robbery,2022-02-03,1AM
514,40.8043757,-73.9374136,Robbery,2022-09-29,12PM
515,40.8038092,-73.9400877,Gr. Larceny,2022-04-30,6PM
516,40.8037370,-73.9577734,Burglary,2022-09-11,3PM
517,40.8037001,-73.9379098,Robbery,2022-07-21,2PM
518,40.8039774,-73.9483378,Gr. Larceny,2022-08-23,12PM
519,40.8035700,-73.9691301,Gr. Larceny,2022-02-28,10AM
520,40.8036126,-73.9672390,Gr. Larceny,2022-09-18,10PM
521,40.8033601,-73.9488003,Rape,2022-06-12,7AM
522,40.8031778,-73.9405641,Robbery,2022-09-12,4PM
523,40.8032294,-73.9445894,Robbery,2022-08-05,10PM
524,40.8028203,-73.9084699,G.L.A.,2022-02-18,12AM
525,40.8029173,-73.9677440,Fel. Assault,2022-01-23,6AM
526,40.8029303,-73.9122945,Burglary,2022-01-22,12PM
527,40.7896701,-73.9698502,Gr. Larceny,2022-09-22,12PM
528,40.7897291,-73.9660932,Robbery,2022-07-31,9AM
529,40.7901898,-73.8471399,Gr. Larceny,2022-02-11,1AM
530,40.7902635,-73.9456266,Robbery,2022-07-10,3PM
531,40.7902934,-73.9693934,Robbery,2022-09-29,5PM
532,40.7904399,-73.8019299,Burglary,2022-05-17,4AM
533,40.7909450,-73.9472263,Gr. Larceny,2022-09-02,9PM
534,40.7910501,-73.9494299,Gr. Larceny,2022-06-07,4PM
535,40.7909287,-73.9689295,G.L.A.,2022-07-12,5PM
536,40.7908960,-73.9451619,Robbery,2022-09-27,2AM
537,40.7923503,-73.9525198,Gr. Larceny,2022-08-29,12AM
538,40.7922986,-73.9504538,Fel. Assault,2022-07-25,4PM
539,40.7925602,-73.8426203,Gr. Larceny,2022-09-14,2PM
540,40.7929297,-73.9499999,Robbery,2022-06-22,1AM
541,40.7933847,-73.9728262,Robbery,2022-09-03,10PM
542,40.7915101,-73.9742102,Robbery,2022-09-13,4AM
543,40.7915698,-73.9446703,Robbery,2022-06-28,1AM
544,40.7915698,-73.9467698,Gr. Larceny,2022-07-29,3AM
545,40.7917269,-73.9529769,Gr. Larceny,2022-09-06,3PM
546,40.7917153,-73.9529804,Gr. Larceny,2022-07-20,5PM
547,40.7921398,-73.9737502,Burglary,2022-07-16,10AM
548,40.7921829,-73.9680139,Robbery,2022-01-29,5PM
549,40.7940200,-73.9723802,Gr. Larceny,2022-09-30,4AM
550,40.7940502,-73.9703699,Robbery,2022-09-22,11AM
551,40.7942098,-73.8003400,Burglary,2022-04-15,2AM
552,40.7942902,-73.9511103,Gr. Larceny,2022-03-01,12AM
553,40.7942902,-73.8448003,Gr. Larceny,2022-05-02,8PM
554,40.7942766,-73.9490037,Gr. Larceny,2022-06-18,5PM
555,40.7943801,-73.9336498,Gr. Larceny,2022-09-17,3AM
556,40.7935003,-73.8042701,G.L.A.,2022-01-31,11AM
557,40.7934802,-73.8178099,Gr. Larceny,2022-04-27,4PM
558,40.7935015,-73.9432657,Gr. Larceny,2022-07-22,12PM
559,40.7939303,-73.8255860,Gr. Larceny,2022-08-13,2PM
560,40.7938101,-73.7956300,Robbery,2022-04-10,8PM
561,40.7948455,-73.9623618,Gr. Larceny,2022-05-10,10PM
562,40.7950616,-73.9391887,Gr. Larceny,2022-08-28,4AM
563,40.7947301,-73.9698697,Gr. Larceny,2022-10-02,8PM
564,40.7946999,-73.9363602,Robbery,2022-07-29,9PM
565,40.7947291,-73.9698668,Robbery,2022-07-14,1AM
566,40.7954101,-73.8264399,Gr. Larceny,2022-05-27,2PM
567,40.7954302,-73.9439502,Gr. Larceny,2022-08-03,8PM
568,40.7962016,-73.8229816,Gr. Larceny,2022-02-15,9AM
569,40.7960227,-73.9750346,Gr. Larceny,2022-07-22,4PM
570,40.7957802,-73.8168899,G.L.A.,2022-02-27,2PM
571,40.7972601,-73.9700199,Gr. Larceny,2022-09-06,8PM
572,40.7972997,-73.9304700,Rape,2022-08-20,5PM
573,40.7971500,-73.9736302,Gr. Larceny,2022-09-03,1PM
574,40.7961707,-73.9456902,Burglary,2022-06-05,8PM
575,40.7968266,-73.9452096,Robbery,2022-09-24,4AM
576,40.7963687,-73.9321991,G.L.A.,2022-04-05,3PM
577,40.7963029,-73.9382782,Robbery,2022-09-26,6PM
578,40.7867499,-73.8429502,Fel. Assault,2022-06-12,5PM
579,40.7870697,-73.9419398,Robbery,2022-08-13,12AM
580,40.7869202,-73.9812302,Gr. Larceny,2022-05-11,9AM
581,40.7870898,-73.9776803,G.L.A.,2022-08-02,7AM
582,40.7871703,-73.9499798,Gr. Larceny,2022-02-10,6AM
583,40.7871703,-73.9716802,Gr. Larceny,2022-09-26,5PM
584,40.7873400,-73.8456801,Fel. Assault,2022-07-03,12PM
585,40.7872334,-73.7799928,Fel. Assault,2022-04-25,3AM
586,40.7861001,-73.9396499,Robbery,2022-09-17,10AM
587,40.7862999,-73.9797402,Gr. Larceny,2022-04-20,8PM
588,40.7858725,-73.9488331,Gr. Larceny,2022-06-07,9PM
589,40.7860154,-73.8210225,Gr. Larceny,2022-09-03,10PM
590,40.7857702,-73.8163702,Gr. Larceny,2022-05-26,9AM
591,40.7883599,-73.9766000,Robbery,2022-07-31,12PM
592,40.7885798,-73.9552698,Burglary,2022-05-15,6AM
593,40.7885356,-73.8419142,Gr. Larceny,2022-06-22,11AM
594,40.7890511,-73.9702965,Gr. Larceny,2022-01-06,6PM
595,40.7890599,-73.9485998,Gr. Larceny,2022-09-27,7PM
596,40.7889835,-73.9740607,Gr. Larceny,2022-04-16,11AM
597,40.7890002,-73.9760401,Robbery,2022-06-13,7PM
598,40.7890027,-73.9760391,Gr. Larceny,2022-07-10,10PM
599,40.7879803,-73.8438300,Burglary,2022-09-10,8PM
600,40.7881986,-73.9783572,Gr. Larceny,2022-07-17,1PM
601,40.7877202,-73.7879998,Fel. Assault,2022-06-15,10PM
602,40.7877503,-73.9474598,Robbery,2022-09-08,3PM
603,40.7877503,-73.8373498,Burglary,2022-07-28,4PM
604,40.7826300,-73.9512002,G.L.A.,2022-05-08,1AM
605,40.7824798,-73.7924503,Burglary,2022-01-20,2PM
606,40.7832295,-73.8404127,Fel. Assault,2022-07-04,6AM
607,40.7832503,-73.8117199,Gr. Larceny,2022-08-08,11AM
608,40.7832302,-73.8422204,Burglary,2022-09-15,10AM
609,40.7832635,-73.9507428,Gr. Larceny,2022-09-02,8PM
610,40.7833099,-73.9528001,Robbery,2022-05-13,5PM
611,40.7822900,-73.9145900,Gr. Larceny,2022-07-13,3PM
612,40.7821033,-73.7972424,Gr. Larceny,2022-08-16,6PM
613,40.7819501,-73.9456701,Fel. Assault,2022-05-12,2AM
614,40.7820600,-73.9537201,G.L.A.,2022-07-11,1PM
615,40.7816719,-73.8395995,Fel. Assault,2022-06-25,4AM
616,40.7817113,-73.8414056,Gr. Larceny,2022-08-16,6AM
617,40.7814308,-73.9541744,Robbery,2022-06-18,2PM
618,40.7846403,-73.8296398,G.L.A.,2022-01-19,12AM
619,40.7850299,-73.9806703,Burglary,2022-02-18,6AM
620,40.7847459,-73.8034743,G.L.A.,2022-07-25,2PM
621,40.7847785,-73.8195043,Gr. Larceny,2022-08-30,9PM
622,40.7851975,-73.9493246,Gr. Larceny,2022-07-25,11AM
623,40.7850682,-73.8229520,Gr. Larceny,2022-02-16,10AM
624,40.7852901,-73.9693400,Gr. Larceny,2022-04-15,9PM
625,40.7853391,-73.9576370,Gr. Larceny,2022-04-25,2PM
626,40.7838905,-73.9502844,Gr. Larceny,2022-07-05,8AM
627,40.7845348,-73.9735889,Robbery,2022-09-30,3PM
628,40.7843402,-73.8165602,Gr. Larceny,2022-03-24,6PM
629,40.7842873,-73.9158933,Fel. Assault,2022-04-13,6PM
630,40.8210055,-73.8968930,Robbery,2022-08-12,6AM
631,40.8210097,-73.8902503,Fel. Assault,2022-04-29,3PM
632,40.8210108,-73.8902507,Robbery,2022-09-26,9PM
633,40.8211103,-73.8227499,Robbery,2022-09-27,9PM
634,40.8212653,-73.8638758,Gr. Larceny,2022-02-06,9AM
635,40.8213131,-73.9579280,Gr. Larceny,2022-08-15,6PM
636,40.8216602,-73.9391597,Gr. Larceny,2022-06-24,12PM
637,40.8215998,-73.8978598,Robbery,2022-05-30,8PM
638,40.8215575,-73.9448586,Fel. Assault,2022-08-20,7AM
639,40.8214884,-73.9485364,Gr. Larceny,2022-04-23,3AM
640,40.8204800,-73.8180801,Gr. Larceny,2022-06-23,7AM
641,40.8205497,-73.9306699,Robbery,2022-09-12,6PM
642,40.8203672,-73.9401012,Robbery,2022-08-25,10PM
643,40.8203668,-73.9269459,Robbery,2022-03-04,10AM
644,40.8204682,-73.9012862,Robbery,2022-08-17,7AM
645,40.8203003,-73.9041100,Robbery,2022-07-19,7PM
646,40.8203499,-73.9091800,Robbery,2022-08-29,12AM
647,40.8201400,-73.9130598,Gr. Larceny,2022-03-08,8PM
648,40.8190442,-73.9446880,Gr. Larceny,2022-01-27,10AM
649,40.8188382,-73.9221466,G.L.A.,2022-07-02,6AM
650,40.8187093,-73.8885175,G.L.A.,2022-05-20,4AM
651,40.8182339,-73.9527333,Robbery,2022-07-18,3PM
652,40.8197900,-73.8644703,Gr. Larceny,2022-09-23,1PM
653,40.8199004,-73.8938553,Gr. Larceny,2022-04-14,11AM
654,40.8200110,-73.8888689,Fel. Assault,2022-06-16,4PM
655,40.8196103,-73.9116899,Robbery,2022-08-05,11PM
656,40.8195097,-73.8978799,Murder,2022-05-15,9PM
657,40.8194820,-73.9268534,Robbery,2022-07-08,12AM
658,40.8195198,-73.9162101,Fel. Assault,2022-09-24,1AM
659,40.8192547,-73.8624687,Gr. Larceny,2022-06-05,9PM
660,40.8234800,-73.9000397,G.L.A.,2022-07-16,1PM
661,40.8235081,-73.9414221,Gr. Larceny,2022-01-18,8AM
662,40.8236018,-73.8522475,Robbery,2022-08-23,2PM
663,40.8235900,-73.9141703,Gr. Larceny,2022-09-08,1AM
664,40.8236698,-73.9438603,Burglary,2022-01-07,3PM
665,40.8236202,-73.9230698,Gr. Larceny,2022-08-29,3PM
666,40.8236305,-73.9458721,Fel. Assault,2022-02-10,1AM
667,40.8236403,-73.8939001,Robbery,2022-07-22,4PM
668,40.8238502,-73.9193898,Robbery,2022-07-05,10PM
669,40.8238528,-73.8988773,Robbery,2022-09-30,11PM
670,40.8237402,-73.8789797,Gr. Larceny,2022-09-07,9AM
671,40.8238471,-73.8982925,Gr. Larceny,2022-08-05,2PM
672,40.8238494,-73.9193981,Fel. Assault,2022-09-08,1AM
673,40.8240994,-73.9086681,Fel. Assault,2022-08-31,8PM
674,40.8241244,-73.9409630,G.L.A.,2022-07-04,4AM
675,40.8241298,-73.9548198,G.L.A.,2022-06-12,2PM
676,40.8244698,-73.8978202,Robbery,2022-09-22,5PM
677,40.8242011,-73.9138493,Robbery,2022-09-09,8PM
678,40.8244912,-73.8251645,Fel. Assault,2022-08-10,2AM
679,40.8245603,-73.9481002,Robbery,2022-10-02,3AM
680,40.8248299,-73.9368302,Robbery,2022-07-27,7PM
681,40.8249650,-73.9222788,Gr. Larceny,2022-06-30,12PM
682,40.8249901,-73.9165802,Robbery,2022-08-18,1PM
683,40.8248506,-73.9310325,Robbery,2022-10-01,10PM
684,40.8217500,-73.9472298,Robbery,2022-08-15,1PM
685,40.8217957,-73.8766220,Gr. Larceny,2022-02-13,10PM
686,40.8216803,-73.8549598,Robbery,2022-01-21,4PM
687,40.8216954,-73.8210269,G.L.A.,2022-04-05,11PM
688,40.8216897,-73.9567899,Gr. Larceny,2022-09-27,4PM
689,40.8220397,-73.9117502,Robbery,2022-09-29,6PM
690,40.8220102,-73.8582697,Fel. Assault,2022-05-27,11PM
691,40.8220523,-73.9440466,Gr. Larceny,2022-04-04,10PM
692,40.8219297,-73.8884003,Robbery,2022-07-21,5PM
693,40.8224301,-73.8859011,Gr. Larceny,2022-09-05,1AM
694,40.8224380,-73.9019940,Rape,2022-03-13,6PM
695,40.8224199,-73.9269302,G.L.A.,2022-06-27,8PM
696,40.8223625,-73.8363873,Robbery,2022-08-22,10PM
697,40.8221101,-73.8968801,Rape,2022-09-16,10PM
698,40.8227012,-73.8699834,Robbery,2022-09-20,7PM
699,40.8226298,-73.8958602,Robbery,2022-09-27,1PM
700,40.8227469,-73.9114686,Robbery,2022-09-12,10PM
701,40.8226366,-73.8095454,Gr. Larceny,2022-06-19,2PM
702,40.8228317,-73.9287469,Robbery,2022-09-05,11AM
703,40.8231094,-73.9504879,Gr. Larceny,2022-05-23,3PM
704,40.8228766,-73.9557179,Robbery,2022-08-02,4AM
705,40.8229000,-73.9380500,Robbery,2022-09-24,2AM
706,40.8228989,-73.9380479,Fel. Assault,2022-06-10,2AM
707,40.8229597,-73.9382002,Robbery,2022-08-31,7PM
708,40.8231702,-73.9274901,Gr. Larceny,2022-08-28,7PM
709,40.8231639,-73.9274844,Gr. Larceny,2022-05-25,12AM
710,40.8232513,-73.8490178,Robbery,2022-08-12,7AM
711,40.8232400,-73.8885498,Robbery,2022-09-28,1AM
712,40.8232098,-73.8988897,Robbery,2022-09-30,1AM
713,40.8233128,-73.9490078,G.L.A.,2022-08-17,3PM
714,40.8233600,-73.9471601,Gr. Larceny,2022-06-02,8PM
715,40.8233575,-73.9471538,Robbery,2022-10-01,5AM
716,40.8114000,-73.9077598,Robbery,2022-09-13,5PM
717,40.8110299,-73.8807902,G.L.A.,2022-09-23,12AM
718,40.8110186,-73.9542860,Gr. Larceny,2022-09-16,7PM
719,40.8109997,-73.9271602,Robbery,2022-09-18,4PM
720,40.8109516,-73.9630622,Burglary,2022-03-28,4PM
721,40.8108602,-73.9390203,Robbery,2022-09-14,3AM
722,40.8103495,-73.9175823,Robbery,2022-05-27,3AM
723,40.8102098,-73.9394903,Robbery,2022-05-29,12PM
724,40.8103338,-73.9091252,G.L.A.,2022-09-13,8PM
725,40.8105598,-73.9281198,Gr. Larceny,2022-09-22,6PM
726,40.8105302,-73.9280764,Fel. Assault,2022-07-22,8PM
727,40.8106899,-73.9545100,Robbery,2022-09-09,3PM
728,40.8107073,-73.8059550,Gr. Larceny,2022-09-07,2PM
729,40.8107391,-73.9643570,Gr. Larceny,2022-07-15,6PM
730,40.8120297,-73.8957401,Robbery,2022-09-22,8PM
731,40.8120120,-73.9515041,Gr. Larceny,2022-01-20,12PM
732,40.8119901,-73.9237303,Robbery,2022-05-30,8AM
733,40.8116897,-73.8828897,Gr. Larceny,2022-04-09,10PM
734,40.8117400,-73.9281399,G.L.A.,2022-09-07,2PM
735,40.8112465,-73.9616425,Robbery,2022-07-27,3PM
736,40.8114705,-73.9502114,Robbery,2022-08-26,9PM
737,40.8122798,-73.9274499,Gr. Larceny,2022-05-16,7PM
738,40.8123778,-73.9247411,Robbery,2022-09-28,1PM
739,40.8121799,-73.9010898,Gr. Larceny,2022-07-13,10PM
740,40.8122503,-73.9621000,Robbery,2022-04-16,9PM
741,40.8120886,-73.9497651,Robbery,2022-09-13,9PM
742,40.8119298,-73.8266598,G.L.A.,2022-08-30,10AM
743,40.8136016,-73.9133351,G.L.A.,2022-09-06,11PM
744,40.8136900,-73.9018301,Rape,2022-09-10,1AM
745,40.8136497,-73.9069598,Fel. Assault,2022-09-14,7PM
746,40.8138140,-73.9313751,Gr. Larceny,2022-09-28,8PM
747,40.8138898,-73.9118099,Robbery,2022-09-09,12AM
748,40.8140398,-73.9366833,Gr. Larceny,2022-06-16,12PM
749,40.8139502,-73.8901699,Gr. Larceny,2022-02-28,12PM
750,40.8140601,-73.9347998,Gr. Larceny,2022-09-27,6AM
751,40.8140518,-73.8584198,Robbery,2022-08-16,7PM
752,40.8145011,-73.8864669,Robbery,2022-09-18,10PM
753,40.8145000,-73.8864798,Gr. Larceny,2022-08-10,4AM
754,40.8142801,-73.9129499,Robbery,2022-08-01,7PM
755,40.8141802,-73.9606898,Robbery,2022-09-30,7PM
756,40.8141500,-73.9191800,Rape,2022-09-20,8AM
757,40.8129359,-73.8272518,Robbery,2022-07-04,8PM
758,40.8129665,-73.9257815,Gr. Larceny,2022-08-30,9AM
759,40.8129420,-73.9517671,Gr. Larceny,2022-10-02,1PM
760,40.8129403,-73.9517701,Gr. Larceny,2022-05-05,1PM
761,40.8127721,-73.9456676,Gr. Larceny,2022-09-04,9AM
762,40.8129001,-73.9014398,Robbery,2022-09-20,7PM
763,40.8128881,-73.9014362,Robbery,2022-08-04,2AM
764,40.8124897,-73.8840397,G.L.A.,2022-08-27,5PM
765,40.8125850,-73.9232598,Robbery,2022-08-12,2PM
766,40.8134600,-73.9060499,Gr. Larceny,2022-07-21,4AM
767,40.8135604,-73.8952839,Robbery,2022-07-17,3AM
768,40.8135564,-73.9551805,Gr. Larceny,2022-08-15,10AM
769,40.8134900,-73.9531113,Fel. Assault,2022-08-22,2AM
770,40.8135203,-73.9196601,Robbery,2022-08-28,2AM
771,40.8130711,-73.9041975,G.L.A.,2022-04-04,3PM
772,40.8130396,-73.9081616,Robbery,2022-08-16,9PM
773,40.8131897,-73.8909598,Fel. Assault,2022-08-27,9PM
774,40.8148199,-73.9095200,Robbery,2022-02-24,8PM
775,40.8146823,-73.8481083,Gr. Larceny,2022-07-06,8AM
776,40.8149499,-73.8210701,Gr. Larceny,2022-09-15,7AM
777,40.8149399,-73.8976499,Fel. Assault,2022-09-11,6PM
778,40.8150499,-73.9242601,Robbery,2022-08-06,3AM
779,40.8150477,-73.9586249,Robbery,2022-09-06,3PM
780,40.8153976,-73.8598146,Fel. Assault,2022-04-28,12PM
781,40.8154525,-73.8266261,Gr. Larceny,2022-09-21,3PM
782,40.8151498,-73.8605502,Robbery,2022-09-13,7PM
783,40.8157406,-73.9545505,Gr. Larceny,2022-07-19,10AM
784,40.8158800,-73.9605597,Gr. Larceny,2022-08-17,10PM
785,40.8156152,-73.9582340,Gr. Larceny,2022-07-13,7PM
786,40.8155601,-73.9483503,Fel. Assault,2022-07-31,6PM
787,40.8163126,-73.8962155,Robbery,2022-09-20,3PM
788,40.8162803,-73.9577099,Robbery,2022-07-11,8AM
789,40.8163114,-73.8608254,G.L.A.,2022-08-14,10PM
790,40.8164097,-73.8878001,G.L.A.,2022-03-14,12PM
791,40.8163886,-73.9079510,Robbery,2022-07-19,1PM
792,40.8160183,-73.9432940,Fel. Assault,2022-06-08,7PM
793,40.8160344,-73.9119433,Robbery,2022-09-12,2PM
794,40.8171195,-73.9480104,Robbery,2022-08-16,8AM
795,40.8170602,-73.8936903,Gr. Larceny,2022-08-27,7PM
796,40.8172003,-73.9066500,Robbery,2022-09-26,4AM
797,40.8171802,-73.8454997,Gr. Larceny,2022-04-26,6PM
798,40.8165197,-73.9039899,Robbery,2022-10-01,9PM
799,40.8165509,-73.8122796,Gr. Larceny,2022-09-21,3PM
800,40.8165599,-73.9195501,Robbery,2022-09-30,10AM
801,40.8166510,-73.8231996,Robbery,2022-01-20,5PM
802,40.8181297,-73.8910000,Gr. Larceny,2022-09-29,3PM
803,40.8178702,-73.9050099,Fel. Assault,2022-07-10,3AM
804,40.8179447,-73.8873728,Gr. Larceny,2022-08-23,10AM
805,40.8179207,-73.9307553,Burglary,2022-09-14,5PM
806,40.8179989,-73.9188979,Robbery,2022-08-27,5PM
807,40.8174692,-73.8539359,Gr. Larceny,2022-10-01,8PM
808,40.8173297,-73.8060397,G.L.A.,2022-07-13,10PM
809,40.8174001,-73.8386500,Gr. Larceny,2022-05-12,5PM
810,40.8175899,-73.9531897,Robbery,2022-10-01,2PM
811,40.8178056,-73.9417721,Robbery,2022-09-03,2AM
812,40.8178098,-73.8932202,Robbery,2022-07-23,11PM
813,40.8177941,-73.9008710,Gr. Larceny,2022-07-21,11PM
814,40.8177998,-73.9455997,Robbery,2022-09-12,11PM
815,40.7065862,-73.9430724,Gr. Larceny,2022-09-18,7AM
816,40.7065102,-73.9169799,G.L.A.,2022-03-25,8PM
817,40.7065069,-73.9308909,Fel. Assault,2022-03-23,11PM
818,40.7065194,-73.8781322,G.L.A.,2022-05-13,12PM
819,40.7063907,-73.8799827,G.L.A.,2022-09-29,4PM
820,40.7064003,-74.0150998,Gr. Larceny,2022-08-28,3PM
821,40.7063844,-74.0095053,Gr. Larceny,2022-06-26,2AM
822,40.7062943,-73.8129665,Gr. Larceny,2022-07-19,11AM
823,40.7067313,-73.7539340,Fel. Assault,2022-08-03,12PM
824,40.7067503,-73.8022303,Robbery,2022-10-01,8AM
825,40.7067557,-73.8690089,Gr. Larceny,2022-09-21,10AM
826,40.7067503,-73.9413900,Gr. Larceny,2022-06-19,5PM
827,40.7066598,-73.9544302,Burglary,2022-01-07,12PM
828,40.7066598,-74.0159299,Gr. Larceny,2022-07-20,2PM
829,40.7066629,-73.8661302,G.L.A.,2022-02-18,9AM
830,40.7066872,-73.8093498,Robbery,2022-10-01,4AM
831,40.7066584,-73.9544301,Gr. Larceny,2022-09-20,4PM
832,40.7069776,-73.9613535,Gr. Larceny,2022-08-16,3PM
833,40.7058705,-73.9303059,Gr. Larceny,2022-03-28,8AM
834,40.7059202,-73.9502902,Gr. Larceny,2022-09-15,7PM
835,40.7060999,-73.7338400,Gr. Larceny,2022-08-15,3PM
836,40.7061803,-73.7860599,Rape,2022-09-03,1AM
837,40.7061910,-74.0179420,Gr. Larceny,2022-09-22,8PM
838,40.7056902,-73.9334198,Burglary,2022-03-22,9AM
839,40.7057103,-73.7443603,Robbery,2022-02-11,4PM
840,40.7057498,-73.8016603,Robbery,2022-09-20,2PM
841,40.7058498,-73.9362301,Gr. Larceny,2022-09-17,3AM
842,40.7056399,-73.7504502,Gr. Larceny,2022-05-02,12PM
843,40.7056600,-73.9214102,Gr. Larceny,2022-09-26,7PM
